2,99
4,141
1,215
3,427
0,508
3,533
0,587
2,687
3,704
0,725
1,824
2,958
3,976
2,1043
4,1079
2,1144
1,1327
2,1444
1,1460
4,1505
0,1595
2,1622
4,1658
0,1705
1,1711
1,1816
0,1890
3,1918
4,2005
0,2022
1,2106
1,2192
1,2337
4,2530
1,2549
2,2583
4,2610
3,2689
2,2711
4,2741
0,2993
3,3078
1,3110
0,3116
4,3153
2,3189
3,3215
0,3250
4,3295
1,3319
0,3388
4,3453
0,3485
4,3563
2,3691
2,3795
0,3829
4,3854
1,3922
0,3938
3,3964
4,4024
1,4119
2,4129
4,4173
3,4233
3,4368
1,4380
2,4419
4,4472
3,4546
0,4698
2,4779
3,4793
4,4886
0,4903
3,4921
4,4981
3,5087
1,5099
2,5136
3,5244
1,5264
3,5570
2,5592
0,5679
4,5717
4,5813
0,5898
1,5952
0,6058
2,6122
1,6273
4,6300
1,6352
3,6366
1,6437
2,6469
0,6552
1,6854
0,6898
0,7105
3,7116
1,7177
3,7333
1,7410
0,7448
3,7503
2,7535
4,7617
1,7631
2,7656
1,7736
2,7768
4,7848
3,7983
0,8005
2,8195
3,8328
0,8381
3,8442
2,8588
1,8712
4,8728
2,8832
2,8927
1,8943
0,8978
4,8991
3,9063
0,9208
3,9228
2,9295
0,9315
1,9455
2,9638
1,9651
2,9706
4,9900
1,10231
4,10250
3,10320
1,10429
3,10851
1,10960
4,10974
0,11027
1,11041
3,11053
2,11133
3,11179
2,11303
0,11365
2,11421
4,11518
2,11534
0,11748
4,11797
3,11861
1,11877
0,11979
3,12013
2,12043
1,12062
4,12077
4,12165
0,12210
3,12272
4,12588
3,12693
4,12896
